type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
Movie,The Tortoise and the Hare,Wilfred Jackson,0,United States,2019-11-12,1935,TV-G,9,"Animation,Family,Sports","Hare stops to show off, and the slower Tortoise wins the race. See details for advisory."
Movie,The Ugly Dachshund,Norman Tokar,"Dean Jones,Suzanne Pleshette,Charlie Ruggles,Kelly Thordsen,Parley Baer,Robert Kino",United States,2019-11-12,1966,TV-G,93,"Animals & Nature,Comedy,Family",The Garrisons live with a Great Dane who thinks he's a dainty dachshund. See details for advisory.
Movie,The Ugly Duckling,Jack Cutting,0,United States,2019-11-12,1939,TV-Y7,9,"Animation,Family",A baby duckling is shunned by his family because he is different. See details for advisory.
Movie,The Ultimate Christmas Present,Greg Beeman,"Hallee Hirsh,Spencer Breslin,Hallie Todd,Brenda Song,John Salley,Susan Ruttan","Canada, United States",2019-11-12,2000,TV-G,81,"Comedy,Coming of Age,Fantasy",Allie and Sam lose control of Santa's weather machine.
Movie,The Vanishing Prairie,James Algar,Winston Hibler,United States,2019-11-12,1954,G,71,"Animals & Nature,Documentary,Family",The story of the American prairie amidst the march of civilization.
Movie,The Wild,Steve Williams,"Kiefer Sutherland,Jim Belushi,Eddie Izzard,Janeane Garofalo,William Shatner,Richard Kind","Canada, United States",2019-11-12,2006,G,86,"Action-Adventure,Animation,Comedy","A band of animals escape from the zoo, into the wilds of New York City."
Movie,The Wise Little Hen,Wilfred Jackson,"Clarence Nash,Florence Gill",United States,2019-11-12,1934,TV-G,8,"Animation,Family,Kids",Donald Duck learns that you must work for a harvest. See details for advisory.
Movie,The Wizards Return: Alex vs. Alex,Victor Gonzalez,"Selena Gomez,Jake T. Austin,Jennifer Stone,Gregg Sulkin,Beau Mirchoff,Maria Canals-Barrera",United States,2019-11-12,2013,TV-G,59,"Comedy,Coming of Age,Fantasy",Alex creates a good and evil version of herself.
TV Show,The World According to Jeff Goldblum,0,Jeff Goldblum,United States,2019-11-12,2019,TV-PG,2,Docuseries,Jeff Goldblum explores the fascinating science and history of deceptively familiar objects.
Movie,The Young Black Stallion,Simon Wincer,"Richard Romanus,Biana Tamimi,Patrick Elyas,Gerard Rudolf,Ali Ameri,Andries Rossouw",United States,2019-11-12,2003,G,51,"Action-Adventure,Animals & Nature,Drama",A girl risks her treasured black stallion to save her family home.
Movie,Three Blind Mouseketeers,Dave Hand,"Pinto Colvig,Billy Bletcher",United States,2019-11-12,1936,TV-Y7,9,"Animation,Family,Parody",Captain Katt sets traps for the Three Mouseketeers. See details for advisory.
Movie,Three Days,Michael Switzer,0,United States,2019-11-12,2001,TV-G,93,"Drama,Fantasy",An angel lets a man relive the days before his wife's death.
Movie,Three Little Pigs,Burt Gillett,"Billy Bletcher,Pinto Colvig,Dorothy Compton,Mary Moder",United States,2019-11-12,1933,TV-Y7,9,"Animation,Family,Kids",A Disney telling of the Three Little Pigs. See details for advisory.
Movie,Three Little Wolves,Dave Hand,0,United States,2019-11-12,1936,TV-Y7,9,"Animation,Family",Two frivolous pigs blow the wolf horn one too many times. See details for advisory.
Movie,Three Men and a Baby,Leonard Nimoy,"Tom Selleck,Steve Guttenberg,Ted Danson,Margaret Colin,Celeste Holm,Nancy Travis","United States, France",2019-11-12,1987,PG,103,"Buddy,Comedy","Handsome men trade wine, women and song for crib, pacifier and diaper."
Movie,Three Men and a Little Lady,Emile Ardolino,"Tom Selleck,Steve Guttenberg,Ted Danson,Nancy Travis,Christopher Cazenove,Fiona Shaw",United States,2019-11-12,1990,PG,104,"Buddy,Comedy,Romance","Just as three doting fathers are getting the hang of parenthood, their daughter is taken from them."
Movie,Thru the Mirror,Dave Hand,"Walt Disney,Marcelite Garner,Sonny Dawson",United States,2019-11-12,1936,TV-G,10,"Animation,Comedy,Family",Mickey dreams he goes through his mirror to the other side. See details for advisory.
Movie,Tiger Cruise,Duwayne Dunham,"Hayden Panettiere,Troy Evans,Bianca Collins,Nathaniel Lee Jr.,Nathaniel Lee,Mercedes Colon",United States,2019-11-12,2004,TV-PG,88,"Drama,Family","Maddie Dolan is tired of being labeled a “Navy brat."""
Movie,Tim Burton’s The Nightmare Before Christmas,Henry Selick,"Danny Elfman,Chris Sarandon,Catherine O'Hara,William Hickey,Glenn Shadix,Paul Reubens",United States,2019-11-12,1993,PG,78,"Animation,Family,Fantasy",Pumpkin King Jack Skellington tries to take over Christmas.
TV Show,Timon & Pumbaa,0,"Quinton Flynn,Ernie Sabella,Jim Cummings,Nathan Lane",United States,2019-11-12,1995,TV-Y,3,"Animation,Buddy,Comedy","Timon, a meerkat, and Pumbaa, a warthog, join together for misadventures in the jungle."
Movie,Tin Toy,John Lasseter,"Tinny ,Billy",United States,2019-11-12,1988,TV-G,5,"Animation,Family,Kids","A scared, Tin Toy realizes he really wants to play."
Movie,Tinker Bell,Bradley Raymond,"Mae Whitman,Kristin Chenoweth,Raven-Symoné ,Lucy Liu,America Ferrera,Jane Horrocks",United States,2019-11-12,2008,G,81,"Action-Adventure,Animation,Fantasy",The story of Disney's most famous fairy is finally revealed.
Movie,Tinker Bell and the Great Fairy Rescue,Bradley Raymond,"Mae Whitman,Lauren Mote,Michael Sheen,Pamela Adlon,Lucy Liu,Raven-Symoné",United States,2019-11-12,2010,G,80,"Action-Adventure,Animation,Fantasy",Tink risks her own safety when she befriends a curious human girl.
Movie,Tinker Bell and the Lost Treasure,Klay Hall,"Mae Whitman,Jesse McCartney,Jane Horrocks,Lucy Liu,Raven-Symoné ,Kristin Chenoweth",United States,2019-11-12,2009,G,84,"Action-Adventure,Animation,Fantasy",Tink has to set things right when her temper puts Pixie Hollow in danger.
Movie,Titanic: 20 Years Later With James Cameron,Thomas Grane,"James Cameron,Bob Ballard",United States,2019-11-12,2017,TV-PG,47,"Documentary,Historical",James Cameron revisits his blockbuster film in light of new Titanic research.
Movie,Toby Tortoise Returns,Wilfred Jackson,0,United States,2019-11-12,1936,TV-Y7,8,"Animation,Family,Sports",Max Hare and Toby Tortoise are opponents in a boxing match. See details for advisory.
Movie,Tom and Huck,Peter Hewitt,"Jonathan Thomas,Brad Renfro,Eric Schweig,Charles Rocket,Amy Wright,Michael McShane",United States,2019-11-12,1995,PG,92,"Action-Adventure,Comedy,Coming of Age",America's legendary teenage heroes Tom and Huck team-up to save a man from being wrongly accused.
Movie,Toy Story,John Lasseter,"Tom Hanks,Tim Allen,Don Rickles,Jim Varney,Wallace Shawn,John Ratzenberger",United States,2019-11-12,1995,G,83,"Action-Adventure,Animation,Buddy","Meet Woody, Buzz and the gang in an adventure full of humor and heart."
Movie,Toy Story 2,John Lasseter,"Tom Hanks,Tim Allen,Joan Cusack,Kelsey Grammer,Don Rickles,Jim Varney",United States,2019-11-12,1999,G,93,"Action-Adventure,Animation,Comedy","Join Woody, Buzz, Jessie and the gang to boldly rescue one of their own."
Movie,Toy Story 3,Lee Unkrich,"Tom Hanks,Tim Allen,Joan Cusack,Don Rickles,Wallace Shawn,John Ratzenberger",United States,2019-11-12,2010,G,103,"Animation,Comedy,Drama","Woody, Buzz and the gang return for more adventures with new friends."
Movie,Toy Story Toons: Hawaiian Vacation,Gary Rydstrom,"Tom Hanks,Tim Allen,Joan Cusack,Kristen Schaal,Wallace Shawn,Axel Geddes",United States,2019-11-12,2011,G,6,"Animation,Comedy,Family",Ken and Barbie get the vacation of their dreams.
Movie,Toy Story Toons: Partysaurus Rex,Mark Walsh,"Tom Hanks,Tim Allen,Wallace Shawn,Corey Burton,Tony Cox,Don Fullilove",United States,2019-11-12,2012,G,9,"Animation,Comedy,Family",Rex throws an over-the-top bath time bash!
Movie,Toy Story Toons: Small Fry,Angus MacLane,"Tom Hanks,Tim Allen,John Ratzenberger,Wallace Shawn,Joan Cusack,Estelle Harris",United States,2019-11-12,2011,G,10,"Animation,Family,Kids",Buzz is replaced by a miniature version of himself.
Movie,Trail of the Panda,Zhong Yu,"Zhong Yu,Zhang Qi,Daichi Harashima,Li Feng,Chang Liu,Ke Qi",China,2019-11-12,2009,G,89,"Action-Adventure,Animals & Nature,Family",A mute orphan boy rescues a lost panda cub in the mountains of China.
Movie,Trailer Horn,Jack Hannah,0,United States,2019-11-12,1950,TV-G,7,"Animation,Comedy,Family",Donald heads out for a nice relaxing camping trip. See details for advisory.
Movie,Treasure Island,Byron Haskin,"Bobby Driscoll,Robert Newton,Basil Sydney,Walter Fitzgerald,Denis O'Dea,Finlay Currie","United Kingdom, United States",2019-11-12,1950,PG,96,"Action-Adventure,Family",The classic tale of a young boy's search for buried treasure.
Movie,Treasure of Matecumbe,Vincent McEveety,"Robert Foxworth,Joan Hackett,Peter Ustinov,Vic Morrow,Johnny Doran,Billy Attmore",United States,2019-11-12,1976,G,116,"Action-Adventure,Family,Mystery","Using a secret map, friends face a dangerous search for pirate gold. See details for advisory."
Movie,Treasure Planet,"John Musker, Ron Clements","Joseph Gordon-Levitt,Brian Murray,Emma Thompson,David Pierce,Martin Short,Dane Davis",United States,2019-11-12,2002,PG,98,"Action-Adventure,Animation,Family",Jim Hawkins follow an intergalactic map in search of Captain Flint's trove.
Movie,Tree Climbing Lions,0,Alexander Braczkowski,0,2019-11-12,2018,TV-PG,45,"Animals & Nature,Documentary,Family","Lions in Uganda exhibit a rare, mysterious behavior – they spend much of their lives up in trees."
Movie,Tron,Steven Lisberger,"Jeff Bridges,Bruce Boxleitner,David Warner,Cindy Morgan,Barnard Hughes,Dan Shor",United States,2019-11-12,1982,PG,96,"Action-Adventure,Family,Science Fiction","After practicing his hacking chops, a brilliant video game maker becomes part of his own creation."
Movie,Tru Confessions,Paul Hoen,"Shia LaBeouf,Clara Bryant,William McGuire,Nicole Dicker,Kevin Duhaney,Yani Gellman","United States, Canada",2019-11-12,2002,TV-G,83,"Coming of Age,Drama",A chance to star in a TV show reveals the value of family for Trudy Walker.
Movie,Tuck Everlasting,Jay Russell,"Alexis Bledel,Ben Kingsley,Sissy Spacek,Amy Irving,Victor Garber,Jonathan Jackson",United States,2019-11-12,2002,PG,91,"Coming of Age,Drama,Fantasy",A woman falls in love with a man who is immortal.
Movie,Tugboat Mickey,Clyde Geronimi,"Walt Disney,Clarence Nash,Pinto Colvig",United States,2019-11-12,1940,TV-G,8,"Animation,Comedy,Family",Mickey captains a tugboat with Donald and Goofy as the crew. See details for advisory.
Movie,Twas the Night,Nick Castle,"Bryan Cranston,Josh Zuckerman,Jefferson Mappin,Brenda Grate,Rhys Williams,Barclay Hope",United States,2019-11-12,2001,TV-G,87,"Comedy,Crime,Fantasy",Danny and his con-artist uncle take over when Santa Claus is knocked out.
Movie,Twitches,Stuart Gillard,"Tia Mowry,Tamera Mowry,Kristen Wilson,Patrick Fabian,Pat Kelly,Jennifer Robertson",United States,2019-11-12,2005,TV-PG,87,"Comedy,Fantasy",Reunited twin girls discover they have magical powers.
Movie,Twitches Too,Stuart Gillard,"Tia Mowry,Tamera Mowry,Kristen Wilson,Patrick Fabian,Pat Kelly,Leslie Seiler",United States,2019-11-12,2007,TV-PG,84,"Comedy,Fantasy","When a new evil threat arrives, it's up to the twitches to save Coventry."
Movie,Unidentified Flying Oddball,Russ Mayberry,"Dennis Dugan,Jim Dale,Ron Moody,Kenneth More,John Le Mesurier,Rodney Bewes",United States,2019-11-12,1979,G,93,"Action-Adventure,Comedy,Family",An astronaut and his robot accidentally travel in time to medieval England.
Movie,Up,Pete Docter,"Ed Asner,Christopher Plummer,Jordan Nagai,Bob Peterson,Delroy Lindo,Jerome Ranft",United States,2019-11-12,2009,PG,96,"Action-Adventure,Animation,Buddy",An unlikely pair set to the sky for the adventure of their lives.
Movie,"Up, Up and Away",Robert Townsend,"Robert Townsend,Michael Pagan,Alex Datcher,Sherman Hemsley,Kevin Connolly,Olivia Burnette","Canada, United States",2019-11-12,2000,TV-G,78,"Comedy,Coming of Age,Fantasy",The teenage son in a superhero family anxiously awaits his super powers.
Movie,Valiant,Gary Chapman,"Ewan McGregor,Ricky Gervais,Tim Curry,Jim Broadbent,Hugh Laurie,John Cleese","United Kingdom, United States",2019-11-12,2005,G,76,"Action-Adventure,Animation,Comedy","When the world needs a hero, a little pigeon steps up."
Movie,Waking Sleeping Beauty,Don Hahn,"Don Hahn,Ron Clements,Roy Disney,Glen Keane,Jeffrey Katzenberg,Roger Allers",United States,2019-11-12,2010,PG,87,Documentary,A revealing look at the events that ushered in the second chapter of Disney's animation legacy.
Movie,WALL-E,Andrew Stanton,"Ben Burtt,Elissa Knight,Jeff Garlin,Fred Willard,Macintalk ,John Ratzenberger",United States,2019-11-12,2008,G,99,"Action-Adventure,Animation,Family",Join robots WALL-E and EVE on a fantastic journey across the universe.
Movie,Wendy Wu: Homecoming Warrior,John Laing,"Brenda Song,Shin Koyamada,Susan Chuang,Justin Chon,Michael Cheng,Andy Fischer-Price",United States,2019-11-12,2006,TV-PG,91,"Action-Adventure,Coming of Age,Fantasy",Wendy's world is flipped upside down when a mysterious young monk arrives.
Movie,Whispers: An Elephant's Tale,Dereck Joubert,"Angela Bassett,Joanna Lumley,Anne Archer,Debi Derryberry,Kevin Richardson,Alice Ghostley",United States,2019-11-12,2000,G,73,"Action-Adventure,Animals & Nature,Family",An adorable baby elephant bravely embarks on a journey through the harsh wilds to find his mother.
Movie,White Fang,Randal Kleiser,"Klaus Brandauer,Ethan Hawke,Seymour Cassel,James Remar,Susan Hogan,Suzanne Kent",United States,2019-11-12,1991,PG,109,"Action-Adventure,Animals & Nature,Drama",A tale of a young man's journey through the treacherous Yukon Valley with the wolf-dog he rescues.
Movie,Who Framed Roger Rabbit,Robert Zemeckis,"Bob Hoskins,Christopher Lloyd,Stubby Kaye,Joanna Cassidy,Alan Tilvern,Richard LeParmentier",United States,2019-11-12,1988,PG,104,"Action-Adventure,Animation,Comedy",A juicy mystery filled with loony fun pairs a Toon-hating detective with a cartoon rabbit.
TV Show,Wild Yellowstone,0,Bart Thomasson,Germany,2019-11-12,2015,TV-PG,1,"Animals & Nature,Docuseries,Travel",Wild Yellowstone captures the beauty and essence of the land and animals.
Movie,Winged Seduction: Birds of Paradise,Molly Hermann,Josh Goodman,United States,2019-11-12,2012,TV-PG,45,"Action-Adventure,Animals & Nature,Documentary","Shape shifting, dancing, dazzling transformers – birds of paradise are astonishing."
Movie,Winnie the Pooh,"Stephen Anderson, Don Hall","John Cleese,Jim Cummings,Bud Luckey,Craig Ferguson,Jack Boulter,Travis Oates",United States,2019-11-12,2011,G,68,"Animation,Comedy,Family",Reunite with the beloved bear and his silly but steadfast friends.
Movie,Winnie the Pooh: A Very Merry Pooh Year,"Ed Wexler, Gary Katona, Jamie Mitchell","Jim Cummings,Peter Cullen,John Fiedler,Michael Gough,William Green,Nikita Hopkins",United States,2019-11-12,2002,G,67,"Animation,Kids",Rabbit threatens to move away if the others won't change.
Movie,Winnie the Pooh: Springtime with Roo,"Elliot Bour, Saul Blinkoff","Jim Cummings,Ken Sansom,Jimmy Bennett,David Stiers,Kath Soucie,John Fiedler",United States,2019-11-12,2004,G,70,"Animation,Kids,Musical",Rabbit forces the others to hold off on fun until spring cleaning is done.
Movie,Winter Storage,Jack Hannah,0,United States,2019-11-12,1949,TV-G,7,"Animation,Comedy,Family",Donald and Chip and Dale face off over acorns. See details for advisory.
TV Show,Wizards of Waverly Place,0,"Selena Gomez,David Henrie,Jake Austin,Jennifer Stone,Maria Canals-Barrera,David DeLuise",United States,2019-11-12,2007,TV-G,4,"Comedy,Coming of Age,Fantasy","Alex, Justin, and Max Russo are not your ordinary teenagers – they’re secretly wizards in training!"
Movie,Wizards of Waverly Place: The Movie,Lev L. Spiro,"Selena Gomez,David Henrie,Jake T. Austin,Jennifer Stone,Maria Canals-Barrera,David DeLuise",United States,2019-11-12,2009,TV-G,94,"Action-Adventure,Comedy,Coming of Age",A vacation turns into a spell-soaked adventure for the family of wizards.
TV Show,Wolverine and The X-Men,0,"Steve Blum,Chris Edgerly,Jennifer Hale,Michael Ironside,Danielle Judovits,AJ Buckley",United States,2019-11-12,2008,TV-Y7,1,"Action-Adventure,Animation,Kids",Wolverine and the X-Men must join together to prevent a catastrophic future.
Movie,World's Greatest Dogs,0,Mike Secher,United States,2019-11-12,2015,TV-PG,44,"Animals & Nature,Documentary,Family","From acrobatics to crazy stunts, this special celebrates amazing dogs and their owners."
Movie,Wreck-It Ralph,Rich Moore,"John Reilly,Sarah Silverman,Jack McBrayer,Jane Lynch,Alan Tudyk,Mindy Kaling",United States,2019-11-12,2012,PG,103,"Action-Adventure,Animation,Comedy",Ralph sets out to prove that he is a true hero in his arcade.
TV Show,X-Men: Evolution,0,"Noel Fisher,Vincent Gale,Christopher Judge,David Kaye,Scott McNeil,Meghan Black",United States,2019-11-12,2000,TV-Y7,4,"Action-Adventure,Animation,Kids",X-Men: Evolution features the team as teenagers as they fight for a world that fears and hates them.
Movie,Ye Olden Days,Bert Gillett,0,United States,2019-11-12,1933,TV-Y7,9,"Animation,Comedy,Family","Minnie is locked away for not marrying a prince, but Mickey saves her. See details for advisory."
Movie,Yellowstone Cubs,Charles Draper,Rex Allen,United States,2019-11-12,1963,TV-PG,48,"Animals & Nature,Comedy,Family",Two bear cubs take a mischievous tour of Yellowstone National Park. See details for advisory.
